agent PreviousPosition:None, CurrentPosition:A, g = 0, h = 3799, f = 3799, action: None
agent PreviousPosition:E, CurrentPosition:E --> g = 1562, h = 1955, f = 3517, action: ('take', <package.Package instance at 0x225fddd0>)
agent PreviousPosition:E, CurrentPosition:E --> g = 1772, h = 1745, f = 3517, action: ('take', <package.Package instance at 0x22624b90>)
agent PreviousPosition:D, CurrentPosition:D --> g = 1748, h = 1769, f = 3517, action: ('take', <package.Package instance at 0x237a9878>)
agent PreviousPosition:D, CurrentPosition:F --> g = 1856, h = 1661, f = 3517, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:D --> g = 1750, h = 1769, f = 3519, action: ('take', <package.Package instance at 0x237aeb48>)
agent PreviousPosition:E, CurrentPosition:E --> g = 1774, h = 1745, f = 3519, action: ('take', <package.Package instance at 0x237b9998>)
agent PreviousPosition:E, CurrentPosition:F --> g = 1672, h = 1847, f = 3519, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:A --> g = 1982, h = 1538, f = 3520, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:A --> g = 1794, h = 1727, f = 3521, action: ('take', <package.Package instance at 0x23497d40>)
agent PreviousPosition:F, CurrentPosition:F --> g = 1861, h = 1661, f = 3522, action: ('take', <package.Package instance at 0x23940a70>)
agent PreviousPosition:F, CurrentPosition:A --> g = 2056, h = 1466, f = 3522, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:F --> g = 1417, h = 2105, f = 3522, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:E --> g = 1946, h = 1577, f = 3523, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:F --> g = 1605, h = 1919, f = 3524, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:E --> g = 1479, h = 2045, f = 3524, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1948, h = 1577, f = 3525, action: ('take', <package.Package instance at 0x2394de60>)
agent PreviousPosition:E, CurrentPosition:E --> g = 1481, h = 2045, f = 3526, action: ('take', <package.Package instance at 0x22ad0e18>)
agent PreviousPosition:A, CurrentPosition:D --> g = 1373, h = 2153, f = 3526, action: ('moveAndDrop', 'D')
agent PreviousPosition:F, CurrentPosition:D --> g = 2010, h = 1517, f = 3527, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 1375, h = 2153, f = 3528, action: ('take', <package.Package instance at 0x22abf368>)
agent PreviousPosition:D, CurrentPosition:F --> g = 1501, h = 1937, f = 3438, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 1505, h = 1937, f = 3442, action: ('take', <package.Package instance at 0x23c62128>)
agent PreviousPosition:F, CurrentPosition:D --> g = 1631, h = 1811, f = 3442, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 1633, h = 1811, f = 3444, action: ('take', <package.Package instance at 0x23c70ab8>)
agent PreviousPosition:D, CurrentPosition:A --> g = 1753, h = 1739, f = 3492, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:E --> g = 1571, h = 1937, f = 3508, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1573, h = 1937, f = 3510, action: ('take', <package.Package instance at 0x23c6c560>)
agent PreviousPosition:F, CurrentPosition:D --> g = 1591, h = 1937, f = 3528, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 1593, h = 1937, f = 3530, action: ('take', <package.Package instance at 0x23c695a8>)
agent PreviousPosition:D, CurrentPosition:E --> g = 1761, h = 1769, f = 3530, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:E --> g = 1719, h = 1811, f = 3530, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1721, h = 1811, f = 3532, action: ('take', <package.Package instance at 0x22c62908>)
agent PreviousPosition:F, CurrentPosition:D --> g = 1746, h = 1787, f = 3533, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 1748, h = 1787, f = 3535, action: ('take', <package.Package instance at 0x227cf638>)
agent PreviousPosition:E, CurrentPosition:F --> g = 2029, h = 1508, f = 3537, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:D --> g = 2336, h = 1202, f = 3538, action: ('take', <package.Package instance at 0xf2dd170>)
agent PreviousPosition:D, CurrentPosition:E --> g = 2532, h = 1006, f = 3538, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 2043, h = 1495, f = 3538, action: ('take', <package.Package instance at 0xf2c67e8>)
agent PreviousPosition:E, CurrentPosition:A --> g = 2163, h = 1375, f = 3538, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:F --> g = 2863, h = 675, f = 3538, action: ('take', <package.Package instance at 0x112ca2d8>)
agent PreviousPosition:F, CurrentPosition:A --> g = 3058, h = 480, f = 3538, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:E --> g = 2788, h = 750, f = 3538, action: ('take', <package.Package instance at 0x1179d950>)
agent PreviousPosition:E, CurrentPosition:D --> g = 2998, h = 540, f = 3538, action: ('moveAndDrop', 'D')
agent PreviousPosition:A, CurrentPosition:A --> g = 1857, h = 1681, f = 3538, action: ('take', <package.Package instance at 0x201487e8>)
agent PreviousPosition:A, CurrentPosition:D --> g = 2007, h = 1531, f = 3538, action: ('moveAndDrop', 'D')
agent PreviousPosition:A, CurrentPosition:A --> g = 2323, h = 1215, f = 3538, action: ('take', <package.Package instance at 0x1e930320>)
agent PreviousPosition:A, CurrentPosition:D --> g = 2473, h = 1065, f = 3538, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 2863, h = 675, f = 3538, action: ('take', <package.Package instance at 0x1ffc2320>)
agent PreviousPosition:D, CurrentPosition:A --> g = 3013, h = 525, f = 3538, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:E --> g = 2518, h = 1020, f = 3538, action: ('take', <package.Package instance at 0x1ffb1128>)
agent PreviousPosition:E, CurrentPosition:A --> g = 2638, h = 900, f = 3538, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:E --> g = 2938, h = 600, f = 3538, action: ('take', <package.Package instance at 0x1ffa10e0>)
agent PreviousPosition:D, CurrentPosition:F --> g = 1629, h = 1909, f = 3538, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:F --> g = 2406, h = 1132, f = 3538, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:A --> g = 2676, h = 862, f = 3538, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:A --> g = 2442, h = 1096, f = 3538, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:D --> g = 2713, h = 825, f = 3538, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:A --> g = 2108, h = 1430, f = 3538, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:D --> g = 1697, h = 1841, f = 3538, action: ('moveAndDrop', 'D')
agent PreviousPosition:A, CurrentPosition:E --> g = 1517, h = 2021, f = 3538, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:F --> g = 2257, h = 1281, f = 3538, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:F --> g = 2240, h = 1298, f = 3538, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:A --> g = 1512, h = 2027, f = 3539, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:D --> g = 1608, h = 1931, f = 3539, action: ('take', <package.Package instance at 0x82fcf80>)
agent PreviousPosition:F, CurrentPosition:F --> g = 2228, h = 1311, f = 3539, action: ('take', <package.Package instance at 0x14abc5f0>)
agent PreviousPosition:F, CurrentPosition:E --> g = 2312, h = 1227, f = 3539, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1972, h = 1567, f = 3539, action: ('take', <package.Package instance at 0x21fc1c20>)
agent PreviousPosition:E, CurrentPosition:F --> g = 2056, h = 1483, f = 3539, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:E --> g = 1560, h = 1979, f = 3539, action: ('take', <package.Package instance at 0xae38a70>)
agent PreviousPosition:E, CurrentPosition:E --> g = 1580, h = 1959, f = 3539, action: ('take', <package.Package instance at 0x1cdf7e60>)
agent PreviousPosition:E, CurrentPosition:A --> g = 1700, h = 1815, f = 3515, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:D --> g = 1840, h = 1675, f = 3515, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 1842, h = 1675, f = 3517, action: ('take', <package.Package instance at 0x244752d8>)
agent PreviousPosition:D, CurrentPosition:F --> g = 1950, h = 1567, f = 3517, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 1952, h = 1567, f = 3519, action: ('take', <package.Package instance at 0x2448b368>)
agent PreviousPosition:F, CurrentPosition:F --> g = 1954, h = 1567, f = 3521, action: ('take', <package.Package instance at 0x2448d560>)
agent PreviousPosition:F, CurrentPosition:D --> g = 1812, h = 1727, f = 3539, action: ('moveAndDrop', 'D')
agent PreviousPosition:A, CurrentPosition:A --> g = 1170, h = 2369, f = 3539, action: ('take', <package.Package instance at 0x4661368>)
agent PreviousPosition:A, CurrentPosition:D --> g = 1320, h = 2219, f = 3539, action: ('moveAndDrop', 'D')
agent PreviousPosition:A, CurrentPosition:A --> g = 1602, h = 1937, f = 3539, action: ('take', <package.Package instance at 0xeaf15f0>)
agent PreviousPosition:A, CurrentPosition:D --> g = 1752, h = 1787, f = 3539, action: ('moveAndDrop', 'D')
agent PreviousPosition:F, CurrentPosition:F --> g = 2473, h = 1066, f = 3539, action: ('take', <package.Package instance at 0x112e48c0>)
agent PreviousPosition:F, CurrentPosition:A --> g = 2668, h = 871, f = 3539, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:D --> g = 3134, h = 405, f = 3539, action: ('take', <package.Package instance at 0x2061bb48>)
agent PreviousPosition:D, CurrentPosition:A --> g = 3284, h = 255, f = 3539, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:A --> g = 3074, h = 465, f = 3539, action: ('take', <package.Package instance at 0x20604488>)
agent PreviousPosition:A, CurrentPosition:D --> g = 3224, h = 315, f = 3539, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 2729, h = 810, f = 3539, action: ('take', <package.Package instance at 0x205f7e60>)
agent PreviousPosition:D, CurrentPosition:A --> g = 2879, h = 660, f = 3539, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:A --> g = 2188, h = 1351, f = 3539, action: ('take', <package.Package instance at 0x20488560>)
agent PreviousPosition:E, CurrentPosition:F --> g = 2096, h = 1443, f = 3539, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:A --> g = 1512, h = 2027, f = 3539, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:A --> g = 1834, h = 1705, f = 3539, action: ('moveAndDrop', 'A')
agent PreviousPosition:F, CurrentPosition:E --> g = 2328, h = 1211, f = 3539, action: ('moveAndDrop', 'E')
agent PreviousPosition:A, CurrentPosition:E --> g = 1288, h = 2251, f = 3539, action: ('moveAndDrop', 'E')
agent PreviousPosition:A, CurrentPosition:D --> g = 1632, h = 1907, f = 3539, action: ('moveAndDrop', 'D')
agent PreviousPosition:F, CurrentPosition:A --> g = 1464, h = 2075, f = 3539, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:D --> g = 1948, h = 1591, f = 3539, action: ('moveAndDrop', 'D')
agent PreviousPosition:A, CurrentPosition:D --> g = 1824, h = 1715, f = 3539, action: ('moveAndDrop', 'D')
agent PreviousPosition:E, CurrentPosition:F --> g = 2408, h = 1131, f = 3539, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:E --> g = 1519, h = 2021, f = 3540, action: ('take', <package.Package instance at 0xd2fec20>)
agent PreviousPosition:E, CurrentPosition:F --> g = 1603, h = 1937, f = 3540, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 1631, h = 1909, f = 3540, action: ('take', <package.Package instance at 0x1ac665f0>)
agent PreviousPosition:F, CurrentPosition:E --> g = 1729, h = 1765, f = 3494, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:A --> g = 1825, h = 1669, f = 3494, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:A --> g = 1830, h = 1669, f = 3499, action: ('take', <package.Package instance at 0x24956e60>)
agent PreviousPosition:D, CurrentPosition:D --> g = 2009, h = 1531, f = 3540, action: ('take', <package.Package instance at 0x23fb12d8>)
agent PreviousPosition:D, CurrentPosition:E --> g = 2177, h = 1363, f = 3540, action: ('moveAndDrop', 'E')
agent PreviousPosition:D, CurrentPosition:D --> g = 1679, h = 1861, f = 3540, action: ('take', <package.Package instance at 0x21c57e60>)
agent PreviousPosition:D, CurrentPosition:F --> g = 1805, h = 1669, f = 3474, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:E --> g = 1889, h = 1585, f = 3474, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:E --> g = 1894, h = 1585, f = 3479, action: ('take', <package.Package instance at 0x24aeadd0>)
agent PreviousPosition:E, CurrentPosition:D --> g = 2104, h = 1375, f = 3479, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:D --> g = 2106, h = 1375, f = 3481, action: ('take', <package.Package instance at 0x24af9830>)
agent PreviousPosition:D, CurrentPosition:F --> g = 2214, h = 1267, f = 3481, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 2218, h = 1267, f = 3485, action: ('take', <package.Package instance at 0x24c60320>)
agent PreviousPosition:E, CurrentPosition:F --> g = 1999, h = 1510, f = 3509, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:A --> g = 2014, h = 1525, f = 3539, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:D --> g = 2323, h = 1217, f = 3540, action: ('take', <package.Package instance at 0x21c793b0>)
agent PreviousPosition:D, CurrentPosition:E --> g = 2519, h = 1021, f = 3540, action: ('moveAndDrop', 'E')
agent PreviousPosition:F, CurrentPosition:F --> g = 2035, h = 1505, f = 3540, action: ('take', <package.Package instance at 0x17129ab8>)
agent PreviousPosition:F, CurrentPosition:D --> g = 2170, h = 1370, f = 3540, action: ('moveAndDrop', 'D')
agent PreviousPosition:E, CurrentPosition:E --> g = 2183, h = 1357, f = 3540, action: ('take', <package.Package instance at 0x20f908c0>)
agent PreviousPosition:E, CurrentPosition:D --> g = 2393, h = 1147, f = 3540, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:F --> g = 2239, h = 1301, f = 3540, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:F --> g = 1421, h = 2119, f = 3540, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:A --> g = 1563, h = 1977, f = 3540, action: ('moveAndDrop', 'A')
agent PreviousPosition:D, CurrentPosition:A --> g = 1657, h = 1883, f = 3540, action: ('moveAndDrop', 'A')
agent PreviousPosition:E, CurrentPosition:F --> g = 1400, h = 2140, f = 3540, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:D --> g = 1459, h = 2081, f = 3540, action: ('moveAndDrop', 'D')
agent PreviousPosition:D, CurrentPosition:F --> g = 1316, h = 2224, f = 3540, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:F --> g = 1725, h = 1815, f = 3540, action: ('moveAndDrop', 'F')
agent PreviousPosition:E, CurrentPosition:F --> g = 1745, h = 1795, f = 3540, action: ('moveAndDrop', 'F')
agent PreviousPosition:D, CurrentPosition:D --> g = 1634, h = 1907, f = 3541, action: ('take', <package.Package instance at 0x122d8c68>)
agent PreviousPosition:E, CurrentPosition:E --> g = 1290, h = 2251, f = 3541, action: ('take', <package.Package instance at 0x18abea28>)
agent PreviousPosition:E, CurrentPosition:F --> g = 1374, h = 2167, f = 3541, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 2098, h = 1443, f = 3541, action: ('take', <package.Package instance at 0x1fc5bd40>)
agent PreviousPosition:D, CurrentPosition:D --> g = 1754, h = 1787, f = 3541, action: ('take', <package.Package instance at 0x24611758>)
agent PreviousPosition:D, CurrentPosition:D --> g = 1322, h = 2219, f = 3541, action: ('take', <package.Package instance at 0x245fbd40>)
agent PreviousPosition:D, CurrentPosition:F --> g = 1430, h = 2111, f = 3541, action: ('moveAndDrop', 'F')
agent PreviousPosition:F, CurrentPosition:F --> g = 2058, h = 1483, f = 3541, action: ('take', <package.Package instance at 0x2445a1b8>)
agent PreviousPosition:F, CurrentPosition:F --> g = 2230, h = 1311, f = 3541, action: ('take', <package.Package instance at 0x222ccdd0>)
agent PreviousPosition:F, CurrentPosition:E --> g = 2328, h = 1167, f = 3495, action: ('moveAndDrop', 'E')
agent PreviousPosition:E, CurrentPosition:A --> g = 2424, h = 1071, f = 3495, action: ('moveAndDrop', 'A')
agent PreviousPosition:A, CurrentPosition:A --> g = 2429, h = 1071, f = 3500, action: ('take', <package.Package instance at 0x24fb0368>)
agent PreviousPosition:E, CurrentPosition:E --> g = 2081, h = 1460, f = 3541, action: ('take', <package.Package instance at 0x132b4ef0>)
agent PreviousPosition:E, CurrentPosition:D --> g = 2277, h = 1264, f = 3541, action: ('moveAndDrop', 'D')
agent PreviousPosition:A, CurrentPosition:A --> g = 1790, h = 1751, f = 3541, action: ('take', <package.Package instance at 0x5b09ef0>)
agent PreviousPosition:A, CurrentPosition:A --> g = 1424, h = 2117, f = 3541, action: ('take', <package.Package instance at 0xd2e8440>)
agent PreviousPosition:A, CurrentPosition:D --> g = 1574, h = 1967, f = 3541, action: ('moveAndDrop', 'D')
